profile_name,post_id,post_date,post_time,likes,shares,followers,comments,content_type,comment_text
profile10,post23,2024-06-18,18:53,376,104,6303,25,VIDEO,"Nice attempt but needs more depth"
profile10,post24,2025-03-29,13:39,163,163,5645,31,VIDEO,"Not what I expected"
profile10,post25,2024-07-02,08:14,185,4,7254,35,REEL,"Could be better"
profile10,post26,2024-07-04,03:00,619,106,5949,34,TEXT,"Great post!"
profile10,post27,2024-04-30,12:39,392,80,7643,48,VIDEO,"Nice attempt but needs more depth"
profile10,post28,2024-09-22,05:09,398,180,5765,15,VIDEO,"Has potential but needs refinement"
profile10,post29,2024-06-27,02:42,801,109,6473,43,VIDEO,"This is excellent!"
profile10,post30,2024-08-31,13:28,902,106,6899,19,PHOTO,"Amazing work!"
profile10,post31,2024-06-08,02:48,68,16,7847,35,VIDEO,"I don't agree"
profile10,post32,2024-12-28,03:09,661,40,6581,22,REEL,"Love this content!"
profile10,post33,2024-08-31,03:47,656,135,8135,8,PHOTO,"Nice attempt but needs more depth"
profile10,post34,2025-03-16,13:04,31,13,7129,24,TEXT,"Could be better"
profile10,post35,2025-03-12,00:01,820,106,6724,25,PHOTO,"Awesome content!"
profile10,post36,2024-05-31,23:59,745,6,5573,12,VIDEO,"Keep it up!"
profile10,post37,2024-06-25,05:14,273,24,7205,29,TEXT,"Not what I expected"
profile10,post38,2024-12-17,19:43,195,181,6303,42,TEXT,"Not what I expected"
profile10,post39,2024-11-05,08:23,802,150,8861,46,PHOTO,"Has potential but needs refinement"
profile10,post40,2024-08-20,11:33,21,72,7309,35,REEL,"Too basic"
profile10,post41,2024-09-10,09:27,656,197,7438,16,REEL,"I like the idea but execution needs work"
profile10,post42,2025-02-27,17:18,800,45,6983,19,TEXT,"Amazing work!"
profile10,post43,2024-08-27,18:18,38,48,9299,20,VIDEO,"Not very helpful"
profile10,post44,2024-06-01,05:06,323,77,5869,49,PHOTO,"Some good points but missing details"
profile10,post45,2024-08-28,22:25,260,111,5744,1,REEL,"Needs improvement"
profile10,post46,2024-05-10,00:01,223,168,9155,8,VIDEO,"This is misleading"
profile11,post1,2024-04-25,11:56,202,49,5313,8,VIDEO,"Too basic"
profile11,post2,2024-07-15,13:02,593,118,5348,19,PHOTO,"Keep it up!"
profile11,post3,2024-10-03,04:14,548,124,5531,28,TEXT,"Some good points but missing details"
profile11,post4,2024-08-03,19:39,654,189,5320,31,REEL,"Very helpful, thanks!"
profile11,post5,2025-04-02,05:52,236,57,5449,3,REEL,"Could be better"
profile11,post6,2024-09-10,22:16,692,101,5768,21,VIDEO,"Keep it up!"
profile11,post7,2025-02-09,06:04,61,121,5439,4,VIDEO,"Needs improvement"
profile11,post8,2024-12-13,10:20,46,148,6008,48,VIDEO,"Too basic"
profile11,post9,2024-06-09,21:02,673,77,5606,43,TEXT,"Love this content!"
profile11,post10,2025-03-15,05:44,590,113,6004,47,REEL,"Nice attempt but needs more depth"
profile11,post11,2024-09-23,23:23,578,109,5385,12,TEXT,"Great post!"
profile11,post12,2025-01-06,06:23,784,142,5360,18,TEXT,"Love this content!"
profile11,post13,2025-04-13,05:55,363,41,5875,4,REEL,"Some good points but missing details"
profile11,post14,2024-05-31,13:55,757,107,6650,13,TEXT,"Awesome content!"
profile11,post15,2024-06-04,12:46,122,8,5264,9,VIDEO,"Disappointing content"
profile11,post16,2024-04-22,08:44,44,21,6256,17,PHOTO,"Too basic"
profile11,post17,2024-10-03,22:13,645,25,6080,1,TEXT,"Amazing work!"
profile11,post18,2024-09-18,03:42,409,79,6092,31,REEL,"Has potential but needs refinement"
profile11,post19,2024-05-03,06:14,103,60,6860,36,VIDEO,"I don't agree"
profile11,post20,2024-10-07,09:32,464,109,6844,47,TEXT,"Interesting content but too short"
profile11,post21,2025-04-06,01:37,602,44,6293,34,REEL,"Interesting content but too short"
profile11,post22,2024-06-23,20:05,571,128,5638,31,REEL,"Very helpful, thanks!"
profile11,post23,2025-03-26,04:22,955,168,5425,21,PHOTO,"So inspiring!"
profile11,post24,2025-02-03,21:50,535,116,5504,25,TEXT,"Good but could be better"
profile11,post25,2024-09-30,18:05,945,122,6314,12,TEXT,"This is excellent!"
profile12,post1,2024-12-30,02:21,396,28,1627,31,VIDEO,"This is excellent!"
profile12,post2,2025-02-08,05:16,294,190,1608,3,PHOTO,"Amazing work!"
profile12,post3,2025-03-13,00:32,270,190,1739,46,REEL,"This is excellent!"
profile12,post4,2024-08-20,05:37,594,115,1630,23,REEL,"Keep it up!"
profile12,post5,2024-06-15,17:46,386,101,1548,45,TEXT,"Very helpful, thanks!"
profile12,post6,2024-08-04,02:46,179,111,1736,4,PHOTO,"This is excellent!"
profile12,post7,2025-03-23,13:14,258,0,1601,33,VIDEO,"So inspiring!"
profile12,post8,2024-10-28,18:55,145,63,1634,38,PHOTO,"Good but could be better"
profile12,post9,2024-12-30,23:28,712,23,1727,1,REEL,"Keep it up!"
profile12,post10,2025-04-01,08:16,954,190,2218,18,PHOTO,"Keep it up!"
profile12,post11,2024-10-23,22:52,135,121,2264,40,REEL,"Interesting content but too short"
profile12,post12,2024-06-23,19:21,673,113,2366,10,PHOTO,"This is excellent!"
profile12,post13,2025-02-28,04:18,871,19,2539,47,VIDEO,"Keep it up!"
profile12,post14,2025-01-01,05:15,80,161,2882,39,VIDEO,"Not very helpful"
profile12,post15,2024-07-05,09:50,720,15,1688,49,PHOTO,"Awesome content!"
profile12,post16,2024-05-30,08:28,621,20,1890,49,TEXT,"So inspiring!"
profile12,post17,2025-03-11,12:01,50,50,2728,17,REEL,"Not what I expected"
profile12,post18,2024-05-17,06:43,826,190,3104,0,PHOTO,"Very helpful, thanks!"
profile12,post19,2025-02-22,00:03,429,4,1557,43,TEXT,"Great post!"
profile12,post20,2025-03-11,13:12,143,146,1638,17,TEXT,"Interesting content but too short"
profile12,post21,2025-01-19,03:28,894,131,3596,19,VIDEO,"Great post!"
profile12,post22,2024-07-22,12:39,459,187,3100,7,PHOTO,"Love this content!"
profile12,post23,2024-09-05,06:32,616,4,3447,33,REEL,"Awesome content!"
profile12,post24,2024-07-03,05:19,231,41,3026,17,REEL,"Good but could be better"
profile12,post25,2024-10-07,21:21,735,76,2088,17,TEXT,"Keep it up!"
profile12,post26,2024-10-27,00:16,271,58,2240,16,REEL,"Awesome content!"
profile12,post27,2025-02-13,23:27,180,75,3860,41,REEL,"I don't agree"
profile12,post28,2024-12-14,20:38,242,110,3638,5,VIDEO,"Good but could be better"
profile13,post1,2024-09-28,15:41,417,38,2951,44,REEL,"Amazing work!"
profile13,post2,2024-10-25,12:54,854,114,2932,2,VIDEO,"Very helpful, thanks!"
profile13,post3,2024-06-22,12:28,683,5,2924,25,REEL,"Love this content!"
profile13,post4,2024-08-22,06:26,436,118,3208,41,REEL,"So inspiring!"
profile13,post5,2024-07-20,12:46,979,74,3128,46,VIDEO,"Great post!"
profile13,post6,2024-08-27,08:46,364,124,3218,28,REEL,"Great post!"
profile13,post7,2025-03-29,21:40,845,8,3273,31,PHOTO,"Love this content!"
profile13,post8,2024-10-12,09:00,888,89,3608,36,VIDEO,"So inspiring!"
profile13,post9,2024-10-18,22:17,171,145,3572,5,PHOTO,"I don't agree"
profile13,post10,2024-10-18,21:32,679,64,2918,4,VIDEO,"This is excellent!"
profile13,post11,2024-05-04,01:17,814,164,3977,33,REEL,"Very helpful, thanks!"
profile13,post12,2024-11-01,09:24,215,73,3248,15,PHOTO,"Some good points but missing details"
profile13,post13,2024-07-02,03:24,280,97,3356,16,TEXT,"Good but could be better"
profile13,post14,2024-07-25,08:42,87,193,3644,10,TEXT,"I don't agree"
profile13,post15,2025-01-31,01:10,107,56,3428,11,REEL,"This is misleading"
profile13,post16,2024-05-15,21:06,604,78,4216,6,REEL,"Amazing work!"
profile13,post17,2024-12-13,01:42,254,153,3534,46,TEXT,"I like the idea but execution needs work"
profile13,post18,2024-12-06,00:17,726,129,3086,28,TEXT,"Very helpful, thanks!"
profile13,post19,2024-08-24,05:46,895,144,4560,30,PHOTO,"So inspiring!"
profile13,post20,2025-02-20,10:09,616,194,3808,43,REEL,"So inspiring!"
profile13,post21,2025-01-20,00:35,443,146,4526,6,REEL,"Good but could be better"
profile13,post22,2024-11-13,20:27,343,151,3790,29,REEL,"Some good points but missing details"
profile13,post23,2025-03-06,03:25,620,120,4268,17,TEXT,"Keep it up!"
profile13,post24,2024-07-02,17:51,297,44,3176,23,VIDEO,"Nice attempt but needs more depth"
profile13,post25,2024-12-10,00:10,656,57,3063,25,PHOTO,"Amazing work!"
profile13,post26,2024-08-31,04:44,890,2,4240,7,VIDEO,"Great post!"
profile13,post27,2024-05-09,09:14,855,171,3023,27,TEXT,"Amazing work!"
profile13,post28,2025-02-16,05:02,321,0,3448,30,PHOTO,"Good but could be better"
profile13,post29,2025-02-27,21:45,973,188,5266,32,TEXT,"So inspiring!"
profile13,post30,2025-03-27,18:25,4,36,4358,15,PHOTO,"Not what I expected"
profile13,post31,2024-05-06,00:04,935,104,3136,25,TEXT,"Love this content!"
profile13,post32,2025-03-11,02:10,425,29,5416,7,REEL,"Has potential but needs refinement"
profile13,post33,2024-11-13,13:00,702,196,3152,41,TEXT,"Awesome content!"
profile14,post1,2025-03-05,21:16,820,161,2937,16,PHOTO,"Great post!"
profile14,post2,2025-02-25,17:14,994,159,2973,48,TEXT,"Great post!"
profile14,post3,2024-06-30,22:48,965,69,3006,14,TEXT,"Amazing work!"
profile14,post4,2024-07-24,03:32,385,31,3213,5,TEXT,"Amazing work!"
profile14,post5,2024-12-21,19:08,649,54,3042,7,TEXT,"Awesome content!"
profile14,post6,2025-03-04,18:06,825,182,3195,20,REEL,"Awesome content!"
profile14,post7,2024-09-02,20:30,172,34,3343,6,REEL,"I like the idea but execution needs work"
profile14,post8,2025-04-14,08:38,41,77,3177,15,TEXT,"Needs improvement"
profile14,post9,2024-11-15,12:47,70,65,3567,19,REEL,"Not very helpful"
profile14,post10,2024-11-01,09:01,164,130,3087,12,REEL,"I like the idea but execution needs work"
profile14,post11,2024-08-20,22:42,212,20,3267,33,PHOTO,"Has potential but needs refinement"
profile14,post12,2024-12-31,17:22,171,27,3069,26,TEXT,"Nice attempt but needs more depth"
profile14,post13,2024-05-31,16:23,95,124,4185,15,REEL,"Could be better"
profile14,post14,2025-04-05,00:25,945,18,3217,1,REEL,"Awesome content!"
profile14,post15,2024-11-01,07:45,554,5,3072,31,PHOTO,"Amazing work!"
profile14,post16,2024-06-26,09:41,360,145,4089,9,REEL,"Has potential but needs refinement"
profile14,post17,2024-06-26,20:26,364,76,4569,22,VIDEO,"I like the idea but execution needs work"
profile14,post18,2024-09-04,23:29,221,89,3657,0,PHOTO,"Has potential but needs refinement"
profile14,post19,2025-03-15,10:14,150,179,3659,15,VIDEO,"Too basic"
profile14,post20,2024-11-26,07:55,490,189,3277,30,PHOTO,"Great post!"
profile14,post21,2025-03-10,02:44,999,82,4344,49,VIDEO,"This is excellent!"
profile14,post22,2024-10-28,13:06,41,59,3575,35,TEXT,"Needs improvement"
profile14,post23,2024-10-26,13:50,827,113,4662,28,TEXT,"Love this content!"
profile14,post24,2024-12-16,05:09,347,50,5073,3,VIDEO,"Has potential but needs refinement"
profile14,post25,2024-11-05,13:06,959,94,4562,35,PHOTO,"Keep it up!"
profile14,post26,2024-10-22,19:13,740,13,3899,49,TEXT,"Very helpful, thanks!"
profile14,post27,2024-12-04,04:17,574,187,3720,33,REEL,"Great post!"
profile14,post28,2024-09-12,22:49,985,123,5681,11,REEL,"This is excellent!"
profile14,post29,2025-02-04,18:54,858,88,5431,1,PHOTO,"Love this content!"
profile14,post30,2024-05-11,22:18,973,60,4797,14,REEL,"Keep it up!"
profile14,post31,2024-05-27,10:40,912,156,5882,20,TEXT,"This is excellent!"
profile14,post32,2024-10-21,02:11,289,16,4409,41,PHOTO,"Nice attempt but needs more depth"
profile14,post33,2025-04-01,18:38,679,171,5874,11,VIDEO,"So inspiring!"
profile15,post1,2024-11-01,16:26,529,122,3588,6,REEL,"Very helpful, thanks!"
profile15,post2,2024-05-10,13:05,567,141,3692,46,REEL,"Great post!"
profile15,post3,2024-12-22,04:31,645,156,3740,18,VIDEO,"Great post!"
profile15,post4,2024-07-06,16:24,571,111,3516,14,VIDEO,"Great post!"
profile15,post5,2024-11-11,10:21,436,179,3732,33,REEL,"Love this content!"
profile15,post6,2024-06-14,06:07,645,60,3668,34,TEXT,"This is excellent!"
profile15,post7,2025-02-01,09:52,658,185,4198,6,REEL,"This is excellent!"
profile15,post8,2024-07-12,05:08,334,69,3736,27,VIDEO,"Some good points but missing details"
profile15,post9,2024-12-02,18:13,961,189,4214,44,TEXT,"Very helpful, thanks!"
profile15,post10,2024-11-10,11:57,169,25,3832,19,VIDEO,"Could be better"
profile15,post11,2024-10-28,01:27,613,161,4293,19,VIDEO,"This is excellent!"
profile15,post12,2024-11-30,22:58,188,12,4220,25,PHOTO,"Too basic"
profile15,post13,2024-06-27,20:48,729,36,4786,29,PHOTO,"Awesome content!"
profile15,post14,2024-05-16,09:52,968,122,4030,13,TEXT,"Very helpful, thanks!"
profile15,post15,2024-12-29,00:59,356,197,3782,11,TEXT,"Nice attempt but needs more depth"
profile15,post16,2024-12-28,16:29,977,136,3832,26,VIDEO,"Awesome content!"
profile15,post17,2024-10-04,13:20,778,12,4651,37,VIDEO,"Great post!"
profile15,post18,2025-01-29,04:12,111,108,3584,44,REEL,"I don't agree"
profile15,post19,2024-12-09,06:55,865,181,4253,27,TEXT,"Love this content!"
profile15,post20,2024-05-09,16:54,384,59,5412,49,PHOTO,"Has potential but needs refinement"
profile15,post21,2025-01-20,22:24,454,123,5087,7,VIDEO,"Some good points but missing details"
profile15,post22,2024-07-10,21:14,323,153,4942,17,PHOTO,"Some good points but missing details"
profile15,post23,2025-03-05,10:30,184,189,4248,22,VIDEO,"This is misleading"
profile15,post24,2024-11-06,05:58,717,46,4976,2,REEL,"Awesome content!"
profile15,post25,2024-08-17,22:54,114,153,3962,10,PHOTO,"Not what I expected"
profile15,post26,2025-01-29,19:44,102,155,3642,6,PHOTO,"Needs improvement"
profile15,post27,2024-06-01,14:41,745,2,3620,0,REEL,"Very helpful, thanks!"
profile15,post28,2024-12-12,07:58,121,180,4100,18,REEL,"This is misleading"
profile15,post29,2024-12-07,08:06,439,195,5426,33,TEXT,"Nice attempt but needs more depth"
profile16,post1,2024-06-12,19:29,861,81,1380,27,TEXT,"Very helpful, thanks!"
profile16,post2,2024-08-30,11:18,607,98,1471,42,PHOTO,"This is excellent!"
profile16,post3,2024-04-26,04:21,203,19,1546,13,REEL,"Awesome content!"
profile16,post4,2024-09-12,07:50,771,30,1595,14,VIDEO,"Great post!"
profile16,post5,2024-08-31,02:36,714,105,1528,34,VIDEO,"Very helpful, thanks!"
profile16,post6,2024-11-04,13:04,402,159,1387,14,REEL,"Amazing work!"
profile16,post7,2025-03-06,12:56,373,24,1478,4,REEL,"Very helpful, thanks!"
profile16,post8,2024-11-06,23:28,154,194,1759,30,VIDEO,"Good but could be better"
profile16,post9,2024-04-27,07:53,111,110,1312,28,PHOTO,"Interesting content but too short"
profile16,post10,2024-07-19,18:30,601,7,2163,49,REEL,"Great post!"
profile16,post11,2024-07-06,19:32,731,98,2029,37,REEL,"Amazing work!"
profile16,post12,2025-03-15,21:33,353,32,2179,17,PHOTO,"Very helpful, thanks!"
profile16,post13,2025-04-18,12:03,314,151,1550,4,VIDEO,"Very helpful, thanks!"
profile16,post14,2024-12-18,07:01,180,171,1961,23,TEXT,"I like the idea but execution needs work"
profile16,post15,2024-12-12,23:01,643,187,2713,38,VIDEO,"So inspiring!"
profile16,post16,2025-04-09,14:04,36,156,1527,31,PHOTO,"I don't agree"
profile16,post17,2025-01-22,14:40,629,136,2714,6,REEL,"Amazing work!"
profile16,post18,2024-04-21,19:32,543,101,2239,16,VIDEO,"This is excellent!"
profile16,post19,2025-03-23,10:27,105,161,2386,5,VIDEO,"Needs improvement"
profile16,post20,2024-06-06,14:46,791,69,2823,27,REEL,"Awesome content!"
profile16,post21,2024-07-11,21:26,996,48,1471,30,PHOTO,"So inspiring!"
profile16,post22,2025-02-06,03:58,571,29,3261,3,REEL,"This is excellent!"
profile16,post23,2024-07-25,17:00,469,112,2913,28,TEXT,"So inspiring!"
profile16,post24,2024-07-21,12:54,248,96,2647,41,TEXT,"Some good points but missing details"
profile16,post25,2024-06-30,20:53,396,184,2203,0,REEL,"Awesome content!"
profile16,post26,2024-11-30,09:21,394,146,3773,7,REEL,"Love this content!"
profile16,post27,2025-03-22,01:03,838,118,2032,4,TEXT,"Amazing work!"
profile16,post28,2024-06-04,01:15,448,193,1527,0,PHOTO,"This is excellent!"
profile16,post29,2025-01-22,08:43,287,136,2086,42,VIDEO,"Great post!"
profile17,post1,2024-08-18,05:45,48,199,3399,42,PHOTO,"Not what I expected"
profile17,post2,2024-12-13,20:16,246,89,3368,12,VIDEO,"Some good points but missing details"
profile17,post3,2024-11-13,19:01,342,144,3357,28,PHOTO,"This is excellent!"
profile17,post4,2024-04-21,12:15,444,56,3600,28,VIDEO,"This is excellent!"
profile17,post5,2024-11-27,13:07,116,154,3592,4,TEXT,"Disappointing content"
profile17,post6,2024-06-04,03:57,956,59,3498,39,PHOTO,"Amazing work!"
profile17,post7,2025-03-20,17:38,949,72,3977,35,TEXT,"Very helpful, thanks!"
profile17,post8,2025-03-19,02:30,296,141,3928,9,VIDEO,"Good but could be better"
profile17,post9,2025-02-04,20:22,104,137,3312,6,VIDEO,"Not very helpful"
profile17,post10,2024-12-14,03:42,501,9,3532,29,REEL,"This is excellent!"
profile17,post11,2024-11-27,07:35,357,96,4181,14,PHOTO,"Good but could be better"
profile17,post12,2024-10-31,05:25,612,40,4464,24,PHOTO,"Very helpful, thanks!"
profile17,post13,2024-10-30,08:55,788,149,3546,13,REEL,"This is excellent!"
profile17,post14,2024-12-04,19:50,263,186,3592,34,PHOTO,"Some good points but missing details"
profile17,post15,2024-08-19,07:40,299,102,3582,27,PHOTO,"Interesting content but too short"
profile17,post16,2024-05-24,01:32,902,21,4336,7,PHOTO,"Keep it up!"
profile17,post17,2024-10-10,11:42,133,66,3958,44,TEXT,"Not very helpful"
profile17,post18,2025-02-14,13:08,102,30,3528,4,PHOTO,"Not what I expected"
profile17,post19,2024-11-25,16:47,83,47,5041,16,PHOTO,"Could be better"
profile17,post20,2024-06-29,18:13,901,30,4372,0,PHOTO,"Amazing work!"
profile17,post21,2025-02-25,08:08,433,111,4026,49,REEL,"Great post!"
profile17,post22,2024-07-14,05:19,388,44,4170,22,REEL,"Good but could be better"
profile17,post23,2025-01-20,03:02,795,90,4945,33,TEXT,"Love this content!"
profile17,post24,2024-10-27,06:19,789,17,4248,35,PHOTO,"Keep it up!"
profile17,post25,2024-12-08,13:36,593,73,3487,2,TEXT,"Keep it up!"
profile17,post26,2024-09-22,19:29,328,146,4742,18,PHOTO,"Nice attempt but needs more depth"
profile17,post27,2024-07-08,19:40,388,128,4257,30,REEL,"Has potential but needs refinement"
profile17,post28,2024-07-27,09:50,27,39,4208,8,TEXT,"Too basic"
profile17,post29,2024-07-05,17:23,321,158,3660,19,REEL,"Good but could be better"
profile17,post30,2024-10-20,23:44,741,42,5382,48,PHOTO,"This is excellent!"
profile17,post31,2025-03-20,08:58,279,79,4490,12,PHOTO,"Interesting content but too short"
profile17,post32,2025-03-28,16:56,514,10,3952,5,REEL,"Keep it up!"
profile18,post1,2024-06-16,22:51,551,68,1946,16,REEL,"Awesome content!"
profile18,post2,2024-06-18,01:57,124,114,2118,16,REEL,"Some good points but missing details"
profile18,post3,2025-03-19,09:06,508,108,2177,28,TEXT,"Great post!"
profile18,post4,2025-04-05,10:26,702,15,2142,20,REEL,"Keep it up!"
profile18,post5,2024-10-09,11:14,976,167,2327,48,REEL,"Love this content!"
profile18,post6,2025-03-26,13:26,485,40,2192,26,TEXT,"This is excellent!"
profile18,post7,2025-03-30,20:14,477,116,2034,8,VIDEO,"Great post!"
profile18,post8,2024-09-25,01:15,533,146,1970,39,REEL,"Love this content!"
profile18,post9,2024-11-27,01:26,56,113,2561,16,VIDEO,"Needs improvement"
profile18,post10,2025-02-21,12:38,726,7,2822,46,VIDEO,"Very helpful, thanks!"
profile18,post11,2024-06-06,19:55,45,157,2571,35,PHOTO,"This is misleading"
profile18,post12,2024-05-17,03:05,801,14,2354,46,VIDEO,"Keep it up!"
profile18,post13,2025-04-02,19:06,914,189,3040,8,REEL,"Great post!"
profile18,post14,2024-06-13,11:19,522,23,1964,13,REEL,"Keep it up!"
profile18,post15,2025-03-27,09:17,29,3,2432,42,REEL,"Needs improvement"
profile18,post16,2025-02-20,13:25,600,164,2162,30,VIDEO,"This is excellent!"
profile18,post17,2024-12-26,11:45,225,100,2959,16,VIDEO,"I like the idea but execution needs work"
profile18,post18,2024-07-04,16:55,828,67,3380,28,VIDEO,"So inspiring!"
profile18,post19,2024-06-07,06:33,982,71,2454,12,PHOTO,"This is excellent!"
profile18,post20,2024-05-25,08:25,69,112,3042,20,REEL,"I don't agree"
profile18,post21,2024-12-22,21:08,313,97,2909,11,PHOTO,"So inspiring!"
profile18,post22,2024-10-15,16:57,29,84,3198,28,TEXT,"Needs improvement"
profile18,post23,2024-09-28,06:41,842,102,2497,29,REEL,"So inspiring!"
profile18,post24,2024-05-04,08:04,519,185,3530,34,PHOTO,"This is excellent!"
profile18,post25,2025-04-04,13:02,580,123,3322,48,REEL,"Awesome content!"
profile18,post26,2024-08-03,00:51,436,133,2910,25,REEL,"This is excellent!"
profile18,post27,2024-12-10,16:20,945,118,2543,19,VIDEO,"So inspiring!"
profile18,post28,2024-06-05,19:29,424,115,4162,25,REEL,"Keep it up!"
profile18,post29,2024-11-24,14:41,958,27,2386,10,PHOTO,"Awesome content!"
profile18,post30,2024-06-22,04:31,804,75,3572,15,TEXT,"So inspiring!"
profile18,post31,2024-06-23,07:28,962,112,4743,39,REEL,"Love this content!"
profile18,post32,2024-07-13,06:17,288,162,2114,27,TEXT,"Love this content!"
profile18,post33,2024-06-12,09:14,405,117,3737,20,REEL,"Awesome content!"
profile18,post34,2024-10-12,05:04,33,80,4404,11,TEXT,"Could be better"
profile18,post35,2025-01-02,09:38,339,121,4757,25,REEL,"Some good points but missing details"
profile18,post36,2024-04-30,11:23,345,110,3542,38,TEXT,"I like the idea but execution needs work"
profile18,post37,2024-10-06,23:39,128,66,4771,31,TEXT,"Not very helpful"
profile18,post38,2025-03-20,20:15,12,156,2910,8,PHOTO,"This is misleading"
profile18,post39,2024-12-30,17:07,982,2,2039,25,PHOTO,"Love this content!"
profile18,post40,2025-02-24,06:23,245,181,4402,18,REEL,"Nice attempt but needs more depth"
profile19,post1,2024-10-16,02:23,34,179,1404,25,VIDEO,"Not very helpful"
profile19,post2,2024-10-22,21:44,556,95,1471,13,TEXT,"Great post!"
profile19,post3,2025-01-15,10:07,289,193,1365,26,REEL,"Great post!"
profile19,post4,2024-12-16,12:44,672,48,1717,0,VIDEO,"Keep it up!"
profile19,post5,2025-02-26,03:10,627,52,1520,8,TEXT,"Love this content!"
profile19,post6,2024-09-20,07:36,512,157,1899,41,REEL,"Very helpful, thanks!"
profile19,post7,2025-01-16,18:12,418,52,2030,34,REEL,"Amazing work!"
profile19,post8,2024-05-06,01:53,670,54,1541,20,TEXT,"Amazing work!"
profile19,post9,2024-07-04,19:54,980,106,2157,47,REEL,"Love this content!"
profile19,post10,2024-10-14,07:40,667,169,1855,32,VIDEO,"Amazing work!"
profile19,post11,2024-08-04,06:11,368,92,2058,38,VIDEO,"Very helpful, thanks!"
profile19,post12,2024-09-07,19:58,339,102,1533,14,PHOTO,"Love this content!"
profile19,post13,2024-07-16,19:18,410,130,1729,11,TEXT,"Love this content!"
profile19,post14,2025-01-06,06:18,427,5,2373,0,REEL,"Keep it up!"
profile19,post15,2024-08-31,12:05,690,195,2340,2,TEXT,"Great post!"
profile19,post16,2025-01-21,17:36,660,6,1829,38,TEXT,"Amazing work!"
profile19,post17,2024-12-23,01:11,632,181,2096,2,REEL,"Awesome content!"
profile19,post18,2024-12-23,21:31,852,184,2355,27,VIDEO,"This is excellent!"
profile19,post19,2024-07-16,01:16,957,0,1935,38,PHOTO,"Love this content!"
profile19,post20,2024-12-19,22:15,533,45,2265,0,VIDEO,"Amazing work!"
profile19,post21,2024-08-04,15:06,30,186,2079,36,REEL,"Needs improvement"
profile19,post22,2024-10-28,00:36,806,41,1365,16,REEL,"Great post!"
profile19,post23,2025-03-30,17:11,931,195,2722,17,TEXT,"Love this content!"
profile19,post24,2024-06-04,12:11,687,151,3597,34,PHOTO,"Keep it up!"
profile19,post25,2024-06-07,16:09,734,23,3740,46,VIDEO,"Love this content!"
profile19,post26,2024-10-12,18:36,931,87,2613,5,TEXT,"Very helpful, thanks!"
profile19,post27,2024-11-20,00:25,219,154,1932,49,PHOTO,"This is excellent!"
profile19,post28,2024-04-20,12:39,658,191,2513,32,VIDEO,"Amazing work!"
profile19,post29,2024-08-13,16:14,444,30,3598,21,REEL,"Very helpful, thanks!"
profile19,post30,2025-04-10,16:24,701,104,1935,49,REEL,"Love this content!"
profile19,post31,2024-06-01,13:48,295,193,4248,44,REEL,"Some good points but missing details"
profile19,post32,2024-07-09,10:10,801,105,3797,4,VIDEO,"Keep it up!"
profile19,post33,2024-05-10,23:02,753,3,2718,13,TEXT,"Very helpful, thanks!"
profile19,post34,2024-08-09,10:19,46,11,4187,1,PHOTO,"Could be better"
profile19,post35,2024-12-19,18:57,43,32,3360,19,TEXT,"Needs improvement"
profile19,post36,2025-03-21,07:51,147,138,3489,31,VIDEO,"Not what I expected"
profile19,post37,2024-11-27,17:00,116,172,2771,10,REEL,"I don't agree"
profile19,post38,2024-06-16,10:09,905,28,2125,17,PHOTO,"Very helpful, thanks!"
profile19,post39,2025-01-19,17:26,24,94,4212,46,PHOTO,"This is misleading"
profile19,post40,2024-09-19,16:54,74,5,1645,25,REEL,"Could be better"
profile19,post41,2025-04-15,21:17,517,1,1652,16,TEXT,"This is excellent!"
profile19,post42,2024-04-23,00:19,213,99,2625,3,VIDEO,"I like the idea but execution needs work"
profile19,post43,2025-03-30,05:47,701,188,2397,10,REEL,"Great post!"
profile19,post44,2024-06-02,19:41,36,68,4445,2,REEL,"Needs improvement"
profile19,post45,2024-05-24,23:58,622,122,1500,31,REEL,"So inspiring!"
profile20,post1,2024-10-24,17:33,1,169,3904,30,VIDEO,"This is misleading"
profile20,post2,2025-01-10,22:44,652,128,3854,10,TEXT,"Love this content!"
profile20,post3,2025-03-14,22:57,614,81,4105,49,TEXT,"Very helpful, thanks!"
profile20,post4,2024-11-29,07:06,398,79,3954,10,REEL,"Awesome content!"
profile20,post5,2024-10-09,10:59,883,6,4283,0,REEL,"This is excellent!"
profile20,post6,2024-07-16,04:23,849,81,4198,32,REEL,"Keep it up!"
profile20,post7,2025-01-01,00:44,199,35,4356,28,TEXT,"Disappointing content"
profile20,post8,2025-04-11,06:25,879,193,4630,45,TEXT,"Very helpful, thanks!"
profile20,post9,2024-12-24,18:04,502,13,4693,19,REEL,"So inspiring!"
profile20,post10,2024-06-25,16:20,260,45,4638,19,TEXT,"Some good points but missing details"
profile20,post11,2024-06-21,19:06,422,85,4399,25,REEL,"Good but could be better"
profile20,post12,2024-05-16,18:07,129,66,3850,40,VIDEO,"Could be better"
profile20,post13,2024-12-16,02:03,44,75,4306,1,VIDEO,"Could be better"
profile20,post14,2024-11-16,20:53,586,112,4146,0,PHOTO,"Love this content!"
profile20,post15,2024-09-20,14:32,777,106,4228,32,VIDEO,"Amazing work!"
profile20,post16,2024-09-01,10:17,996,138,4046,22,TEXT,"Very helpful, thanks!"
profile20,post17,2024-11-18,15:26,703,109,3940,26,TEXT,"This is excellent!"
